cve_id,status,profile_det_id,previous_scan_profile_id,container_fullname,container_id,slim_scan_date,package_det_id,profile_det_id,purl,virtual_path,namespace,severity,fix_state
CVE-2021-22922,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644496,3161,pkg:deb/debian/libcurl4@7.74.0-1.3+deb11u3?arch=amd64&upstream=curl&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-22923,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644496,3161,pkg:deb/debian/libcurl4@7.74.0-1.3+deb11u3?arch=amd64&upstream=curl&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-8457,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644497,3161,pkg:deb/debian/libdb5.3@5.3.28+dfsg1-0.8?arch=amd64&upstream=db5.3&distro=debian-11,,debian:distro:debian:11,Critical,wont-fix
CVE-2013-0340,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644500,3161,pkg:deb/debian/libexpat1@2.2.10-2+deb11u4?arch=amd64&upstream=expat&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1304,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644501,3161,pkg:deb/debian/libext2fs2@1.46.2-2?arch=amd64&upstream=e2fsprogs&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2018-6829,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644506,3161,pkg:deb/debian/libgcrypt20@1.8.7-6?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-33560,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644506,3161,pkg:deb/debian/libgcrypt20@1.8.7-6?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2021-38115,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644507,3161,pkg:deb/debian/libgd3@2.3.0-2?arch=amd64&upstream=libgd2&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2021-40145,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644507,3161,pkg:deb/debian/libgd3@2.3.0-2?arch=amd64&upstream=libgd2&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-40812,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644507,3161,pkg:deb/debian/libgd3@2.3.0-2?arch=amd64&upstream=libgd2&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2011-3389,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644510,3161,pkg:deb/debian/libgnutls30@3.7.1-5+deb11u2?arch=amd64&upstream=gnutls28&distro=debian-11,,debian:distro:debian:11,Medium,not-fixed
CVE-2004-0971,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644512,3161,pkg:deb/debian/libgssapi-krb5-2@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-5709,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644512,3161,pkg:deb/debian/libgssapi-krb5-2@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-9937,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644516,3161,pkg:deb/debian/libjbig0@2.1-3.1+b2?arch=amd64&upstream=jbigkit%402.1-3.1&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-46822,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644517,3161,pkg:deb/debian/libjpeg62-turbo@1:2.0.6-4?arch=amd64&upstream=libjpeg-turbo&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2004-0971,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644518,3161,pkg:deb/debian/libk5crypto3@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-5709,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644518,3161,pkg:deb/debian/libk5crypto3@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2004-0971,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644520,3161,pkg:deb/debian/libkrb5-3@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-5709,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644520,3161,pkg:deb/debian/libkrb5-3@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2004-0971,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644521,3161,pkg:deb/debian/libkrb5support0@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-5709,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644521,3161,pkg:deb/debian/libkrb5support0@1.18.3-6+deb11u2?arch=amd64&upstream=krb5&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2015-3276,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644522,3161,pkg:deb/debian/libldap-2.4-2@2.4.57+dfsg-3+deb11u1?arch=amd64&upstream=openldap&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-14159,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644522,3161,pkg:deb/debian/libldap-2.4-2@2.4.57+dfsg-3+deb11u1?arch=amd64&upstream=openldap&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-17740,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644522,3161,pkg:deb/debian/libldap-2.4-2@2.4.57+dfsg-3+deb11u1?arch=amd64&upstream=openldap&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2020-15719,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644522,3161,pkg:deb/debian/libldap-2.4-2@2.4.57+dfsg-3+deb11u1?arch=amd64&upstream=openldap&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-0563,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644526,3161,pkg:deb/debian/libmount1@2.36.1-8+deb11u1?arch=amd64&upstream=util-linux&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-11164,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644536,3161,pkg:deb/debian/libpcre3@2:8.39-13?arch=amd64&upstream=pcre3&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-16231,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644536,3161,pkg:deb/debian/libpcre3@2:8.39-13?arch=amd64&upstream=pcre3&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-7245,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644536,3161,pkg:deb/debian/libpcre3@2:8.39-13?arch=amd64&upstream=pcre3&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-7246,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644536,3161,pkg:deb/debian/libpcre3@2:8.39-13?arch=amd64&upstream=pcre3&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-20838,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644536,3161,pkg:deb/debian/libpcre3@2:8.39-13?arch=amd64&upstream=pcre3&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-6129,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644537,3161,pkg:deb/debian/libpng16-16@1.6.37-3?arch=amd64&upstream=libpng1.6&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-4214,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644537,3161,pkg:deb/debian/libpng16-16@1.6.37-3?arch=amd64&upstream=libpng1.6&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-36084,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644547,3161,pkg:deb/debian/libsepol1@3.1-1?arch=amd64&upstream=libsepol&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2021-36085,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644547,3161,pkg:deb/debian/libsepol1@3.1-1?arch=amd64&upstream=libsepol&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2021-36086,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644547,3161,pkg:deb/debian/libsepol1@3.1-1?arch=amd64&upstream=libsepol&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2021-36087,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644547,3161,pkg:deb/debian/libsepol1@3.1-1?arch=amd64&upstream=libsepol&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2022-0563,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644548,3161,pkg:deb/debian/libsmartcols1@2.36.1-8+deb11u1?arch=amd64&upstream=util-linux&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1304,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644549,3161,pkg:deb/debian/libss2@1.46.2-2?arch=amd64&upstream=e2fsprogs&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2007-6755,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644551,3161,pkg:deb/debian/libssl1.1@1.1.1n-0+deb11u3?arch=amd64&upstream=openssl&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2010-0928,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644551,3161,pkg:deb/debian/libssl1.1@1.1.1n-0+deb11u3?arch=amd64&upstream=openssl&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-2097,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644551,3161,pkg:deb/debian/libssl1.1@1.1.1n-0+deb11u3?arch=amd64&upstream=openssl&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2013-4392,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644553,3161,pkg:deb/debian/libsystemd0@247.3-7+deb11u1?arch=amd64&upstream=systemd&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2020-13529,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644553,3161,pkg:deb/debian/libsystemd0@247.3-7+deb11u1?arch=amd64&upstream=systemd&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2014-8130,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-16232,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-17973,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-5563,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-9117,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-10126,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1056,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1210,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,wont-fix
CVE-2022-1354,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-1355,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-1622,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-1623,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-2056,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-2057,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-2058,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-2519,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-2520,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-2521,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-2867,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-2868,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-2869,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-2953,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-34526,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644555,3161,pkg:deb/debian/libtiff5@4.2.0-1+deb11u1?arch=amd64&upstream=tiff&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2021-39537,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644556,3161,pkg:deb/debian/libtinfo6@6.2+20201114-2?arch=amd64&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-29458,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644556,3161,pkg:deb/debian/libtinfo6@6.2+20201114-2?arch=amd64&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2013-4392,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644559,3161,pkg:deb/debian/libudev1@247.3-7+deb11u1?arch=amd64&upstream=systemd&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2020-13529,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644559,3161,pkg:deb/debian/libudev1@247.3-7+deb11u1?arch=amd64&upstream=systemd&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-0563,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644561,3161,pkg:deb/debian/libuuid1@2.36.1-8+deb11u1?arch=amd64&upstream=util-linux&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2016-9085,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644562,3161,pkg:deb/debian/libwebp6@0.6.1-2.1?arch=amd64&upstream=libwebp&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2016-3709,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644568,3161,pkg:deb/debian/libxml2@2.9.10+dfsg-6.7+deb11u2?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2015-9019,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644570,3161,pkg:deb/debian/libxslt1.1@1.1.34-4+deb11u1?arch=amd64&upstream=libxslt&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2007-5686,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644573,3161,pkg:deb/debian/login@1:4.8.1-1?arch=amd64&upstream=shadow&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2013-4235,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644573,3161,pkg:deb/debian/login@1:4.8.1-1?arch=amd64&upstream=shadow&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-19882,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644573,3161,pkg:deb/debian/login@1:4.8.1-1?arch=amd64&upstream=shadow&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1304,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644574,3161,pkg:deb/debian/logsave@1.46.2-2?arch=amd64&upstream=e2fsprogs&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-0563,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644577,3161,pkg:deb/debian/mount@2.36.1-8+deb11u1?arch=amd64&upstream=util-linux&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-39537,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644578,3161,pkg:deb/debian/ncurses-base@6.2+20201114-2?arch=all&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-29458,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644578,3161,pkg:deb/debian/ncurses-base@6.2+20201114-2?arch=all&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2021-39537,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644579,3161,pkg:deb/debian/ncurses-bin@6.2+20201114-2?arch=amd64&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-29458,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644579,3161,pkg:deb/debian/ncurses-bin@6.2+20201114-2?arch=amd64&upstream=ncurses&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2009-4487,New,3161,-1,library/nginx:latest,3,2022-10-15 12:51:21.263000,644580,3161,pkg:deb/debian/nginx@1.23.1-1~bullseye?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
